timestamp,date,station,source_file,constellation,prn,vtec,observations
2024-04-01 00:00:00,2024-04-01,chim,chim092-2024-04-01.Cmn,GPS,ALL,8.306511299435028,708
2024-04-01 00:00:00,2024-04-01,gsu,gsu_092-2024-04-01.Cmn,GPS,ALL,7.553901515151515,792
2024-04-01 00:00:00,2024-04-01,karo,karo092-2024-04-01.Cmn,GPS,ALL,6.727522349936143,783
2024-04-01 00:00:00,2024-04-01,zinh,zinh092-2024-04-01.Cmn,GPS,ALL,6.148573281452659,1542
2024-04-01 01:00:00,2024-04-01,chim,chim092-2024-04-01.Cmn,GPS,ALL,7.818106591865358,713
2024-04-01 01:00:00,2024-04-01,gsu,gsu_092-2024-04-01.Cmn,GPS,ALL,7.056208393632417,691
2024-04-01 01:00:00,2024-04-01,karo,karo092-2024-04-01.Cmn,GPS,ALL,5.87678939617084,679
2024-04-01 01:00:00,2024-04-01,zinh,zinh092-2024-04-01.Cmn,GPS,ALL,5.369784791965566,1394
2024-04-01 02:00:00,2024-04-01,chim,chim092-2024-04-01.Cmn,GPS,ALL,7.458368544600939,852
2024-04-01 02:00:00,2024-04-01,gsu,gsu_092-2024-04-01.Cmn,GPS,ALL,6.85616393442623,915
2024-04-01 02:00:00,2024-04-01,karo,karo092-2024-04-01.Cmn,GPS,ALL,5.806201058201058,945
2024-04-01 02:00:00,2024-04-01,zinh,zinh092-2024-04-01.Cmn,GPS,ALL,5.706412213740458,1834
2024-04-01 03:00:00,2024-04-01,chim,chim092-2024-04-01.Cmn,GPS,ALL,8.023386503067485,815
2024-04-01 03:00:00,2024-04-01,gsu,gsu_092-2024-04-01.Cmn,GPS,ALL,6.6815871121718375,838
2024-04-01 03:00:00,2024-04-01,karo,karo092-2024-04-01.Cmn,GPS,ALL,5.810920454545454,880
2024-04-01 03:00:00,2024-04-01,zinh,zinh092-2024-04-01.Cmn,GPS,ALL,6.084662004662005,1716
2024-04-01 04:00:00,2024-04-01,chim,chim092-2024-04-01.Cmn,GPS,ALL,14.954280104712042,764
2024-04-01 04:00:00,2024-04-01,gsu,gsu_092-2024-04-01.Cmn,GPS,ALL,11.888615023474179,852
2024-04-01 04:00:00,2024-04-01,karo,karo092-2024-04-01.Cmn,GPS,ALL,11.682423124231242,813
2024-04-01 04:00:00,2024-04-01,zinh,zinh092-2024-04-01.Cmn,GPS,ALL,12.580815006468304,1546
2024-04-01 05:00:00,2024-04-01,chim,chim092-2024-04-01.Cmn,GPS,ALL,24.524796195652176,736
2024-04-01 05:00:00,2024-04-01,gsu,gsu_092-2024-04-01.Cmn,GPS,ALL,21.73890835579515,742
2024-04-01 05:00:00,2024-04-01,karo,karo092-2024-04-01.Cmn,GPS,ALL,21.07467616580311,772
2024-04-01 05:00:00,2024-04-01,zinh,zinh092-2024-04-01.Cmn,GPS,ALL,22.10934640522876,1530
2024-04-01 06:00:00,2024-04-01,chim,chim092-2024-04-01.Cmn,GPS,ALL,33.47190159574468,752
2024-04-01 06:00:00,2024-04-01,gsu,gsu_092-2024-04-01.Cmn,GPS,ALL,29.801241565452095,741
2024-04-01 06:00:00,2024-04-01,karo,karo092-2024-04-01.Cmn,GPS,ALL,28.444305177111715,734
2024-04-01 06:00:00,2024-04-01,zinh,zinh092-2024-04-01.Cmn,GPS,ALL,30.201317204301073,1488
2024-04-01 07:00:00,2024-04-01,chim,chim092-2024-04-01.Cmn,GPS,ALL,38.925349127182045,802
2024-04-01 07:00:00,2024-04-01,gsu,gsu_092-2024-04-01.Cmn,GPS,ALL,35.63862327909887,799
2024-04-01 07:00:00,2024-04-01,karo,karo092-2024-04-01.Cmn,GPS,ALL,34.036416256157636,812
2024-04-01 07:00:00,2024-04-01,zinh,zinh092-2024-04-01.Cmn,GPS,ALL,35.62874692874693,1628
2024-04-01 08:00:00,2024-04-01,chim,chim092-2024-04-01.Cmn,GPS,ALL,39.665814536340854,798
2024-04-01 08:00:00,2024-04-01,gsu,gsu_092-2024-04-01.Cmn,GPS,ALL,37.02466057441253,766
2024-04-01 08:00:00,2024-04-01,karo,karo092-2024-04-01.Cmn,GPS,ALL,36.47342175066313,754
2024-04-01 08:00:00,2024-04-01,zinh,zinh092-2024-04-01.Cmn,GPS,ALL,37.58548919949174,1574
2024-04-01 09:00:00,2024-04-01,chim,chim092-2024-04-01.Cmn,GPS,ALL,43.38318584070797,565
2024-04-01 09:00:00,2024-04-01,gsu,gsu_092-2024-04-01.Cmn,GPS,ALL,40.70710616438356,584
2024-04-01 09:00:00,2024-04-01,karo,karo092-2024-04-01.Cmn,GPS,ALL,39.677135231316726,562
2024-04-01 09:00:00,2024-04-01,zinh,zinh092-2024-04-01.Cmn,GPS,ALL,40.64696588868941,1114
2024-04-01 10:00:00,2024-04-01,chim,chim092-2024-04-01.Cmn,GPS,ALL,49.728635682158924,667
2024-04-01 10:00:00,2024-04-01,gsu,gsu_092-2024-04-01.Cmn,GPS,ALL,46.88560192616372,623
2024-04-01 10:00:00,2024-04-01,karo,karo092-2024-04-01.Cmn,GPS,ALL,46.82891135303266,643
2024-04-01 10:00:00,2024-04-01,zinh,zinh092-2024-04-01.Cmn,GPS,ALL,47.75739195230998,1342
2024-04-01 11:00:00,2024-04-01,chim,chim092-2024-04-01.Cmn,GPS,ALL,52.4173786407767,824
2024-04-01 11:00:00,2024-04-01,gsu,gsu_092-2024-04-01.Cmn,GPS,ALL,50.80611638954869,842
2024-04-01 11:00:00,2024-04-01,karo,karo092-2024-04-01.Cmn,GPS,ALL,52.122550505050505,792
2024-04-01 11:00:00,2024-04-01,zinh,zinh092-2024-04-01.Cmn,GPS,ALL,51.89676654182272,1602
2024-04-01 12:00:00,2024-04-01,chim,chim092-2024-04-01.Cmn,GPS,ALL,51.1360888252149,698
2024-04-01 12:00:00,2024-04-01,gsu,gsu_092-2024-04-01.Cmn,GPS,ALL,50.47115384615385,728
2024-04-01 12:00:00,2024-04-01,karo,karo092-2024-04-01.Cmn,GPS,ALL,51.80164893617021,752
2024-04-01 12:00:00,2024-04-01,zinh,zinh092-2024-04-01.Cmn,GPS,ALL,51.09050203527815,1474
2024-04-01 13:00:00,2024-04-01,chim,chim092-2024-04-01.Cmn,GPS,ALL,48.53733840304182,789
2024-04-01 13:00:00,2024-04-01,gsu,gsu_092-2024-04-01.Cmn,GPS,ALL,48.89642943305187,829
2024-04-01 13:00:00,2024-04-01,karo,karo092-2024-04-01.Cmn,GPS,ALL,51.875942028985506,828
2024-04-01 13:00:00,2024-04-01,zinh,zinh092-2024-04-01.Cmn,GPS,ALL,49.8279004854369,1648
2024-04-01 14:00:00,2024-04-01,chim,chim092-2024-04-01.Cmn,GPS,ALL,45.05123152709359,812
2024-04-01 14:00:00,2024-04-01,gsu,gsu_092-2024-04-01.Cmn,GPS,ALL,45.11771653543307,762
2024-04-01 14:00:00,2024-04-01,karo,karo092-2024-04-01.Cmn,GPS,ALL,47.99773013871374,793
2024-04-01 14:00:00,2024-04-01,zinh,zinh092-2024-04-01.Cmn,GPS,ALL,45.76015950920245,1630
2024-04-01 15:00:00,2024-04-01,chim,chim092-2024-04-01.Cmn,GPS,ALL,41.1127619047619,735
2024-04-01 15:00:00,2024-04-01,gsu,gsu_092-2024-04-01.Cmn,GPS,ALL,41.86367288378766,697
2024-04-01 15:00:00,2024-04-01,karo,karo092-2024-04-01.Cmn,GPS,ALL,44.10095988538682,698
2024-04-01 15:00:00,2024-04-01,zinh,zinh092-2024-04-01.Cmn,GPS,ALL,42.01283519553073,1432
2024-04-01 16:00:00,2024-04-01,chim,chim092-2024-04-01.Cmn,GPS,ALL,34.46920227920228,702
2024-04-01 16:00:00,2024-04-01,gsu,gsu_092-2024-04-01.Cmn,GPS,ALL,34.897769985974755,713
2024-04-01 16:00:00,2024-04-01,karo,karo092-2024-04-01.Cmn,GPS,ALL,37.56929655172414,725
2024-04-01 16:00:00,2024-04-01,zinh,zinh092-2024-04-01.Cmn,GPS,ALL,35.784055172413794,1450
2024-04-01 17:00:00,2024-04-01,chim,chim092-2024-04-01.Cmn,GPS,ALL,23.85299625468165,801
2024-04-01 17:00:00,2024-04-01,gsu,gsu_092-2024-04-01.Cmn,GPS,ALL,23.91568944099379,805
2024-04-01 17:00:00,2024-04-01,karo,karo092-2024-04-01.Cmn,GPS,ALL,26.857606837606838,819
2024-04-01 17:00:00,2024-04-01,zinh,zinh092-2024-04-01.Cmn,GPS,ALL,24.85288343558282,1630
2024-04-01 18:00:00,2024-04-01,chim,chim092-2024-04-01.Cmn,GPS,ALL,16.077733860342555,759
2024-04-01 18:00:00,2024-04-01,gsu,gsu_092-2024-04-01.Cmn,GPS,ALL,15.575373333333335,750
2024-04-01 18:00:00,2024-04-01,karo,karo092-2024-04-01.Cmn,GPS,ALL,18.37230982019364,723
2024-04-01 18:00:00,2024-04-01,zinh,zinh092-2024-04-01.Cmn,GPS,ALL,16.39461126005362,1492
2024-04-01 19:00:00,2024-04-01,chim,chim092-2024-04-01.Cmn,GPS,ALL,12.73352668213457,862
2024-04-01 19:00:00,2024-04-01,gsu,gsu_092-2024-04-01.Cmn,GPS,ALL,12.079759615384615,832
2024-04-01 19:00:00,2024-04-01,karo,karo092-2024-04-01.Cmn,GPS,ALL,15.713503480278423,862
2024-04-01 19:00:00,2024-04-01,zinh,zinh092-2024-04-01.Cmn,GPS,ALL,13.810778164924507,1722
2024-04-01 20:00:00,2024-04-01,chim,chim092-2024-04-01.Cmn,GPS,ALL,8.853423423423424,777
2024-04-01 20:00:00,2024-04-01,gsu,gsu_092-2024-04-01.Cmn,GPS,ALL,9.27744099378882,805
2024-04-01 20:00:00,2024-04-01,karo,karo092-2024-04-01.Cmn,GPS,ALL,11.751398514851484,808
2024-04-01 20:00:00,2024-04-01,zinh,zinh092-2024-04-01.Cmn,GPS,ALL,9.782252141982864,1634
2024-04-01 21:00:00,2024-04-01,chim,chim092-2024-04-01.Cmn,GPS,ALL,7.005782073813708,569
2024-04-01 21:00:00,2024-04-01,gsu,gsu_092-2024-04-01.Cmn,GPS,ALL,6.941669565217391,575
2024-04-01 21:00:00,2024-04-01,karo,karo092-2024-04-01.Cmn,GPS,ALL,7.992640144665462,553
2024-04-01 21:00:00,2024-04-01,zinh,zinh092-2024-04-01.Cmn,GPS,ALL,6.582315978456014,1114
2024-04-01 22:00:00,2024-04-01,chim,chim092-2024-04-01.Cmn,GPS,ALL,7.645934065934066,728
2024-04-01 22:00:00,2024-04-01,gsu,gsu_092-2024-04-01.Cmn,GPS,ALL,7.752433862433863,756
2024-04-01 22:00:00,2024-04-01,karo,karo092-2024-04-01.Cmn,GPS,ALL,9.102019774011298,708
2024-04-01 22:00:00,2024-04-01,zinh,zinh092-2024-04-01.Cmn,GPS,ALL,7.6683286516853935,1424
2024-04-01 23:00:00,2024-04-01,chim,chim092-2024-04-01.Cmn,GPS,ALL,7.6748654970760235,855
2024-04-01 23:00:00,2024-04-01,gsu,gsu_092-2024-04-01.Cmn,GPS,ALL,8.150463276836158,885
2024-04-01 23:00:00,2024-04-01,karo,karo092-2024-04-01.Cmn,GPS,ALL,8.5541598119859,851
2024-04-01 23:00:00,2024-04-01,zinh,zinh092-2024-04-01.Cmn,GPS,ALL,7.907271676300578,1730
2024-04-02 00:00:00,2024-04-02,chim,chim093-2024-04-02.Cmn,GPS,ALL,5.604647887323944,710
2024-04-02 00:00:00,2024-04-02,gsu,gsu_093-2024-04-02.Cmn,GPS,ALL,6.114681122448979,784
2024-04-02 00:00:00,2024-04-02,karo,karo093-2024-04-02.Cmn,GPS,ALL,5.90949481865285,772
2024-04-02 00:00:00,2024-04-02,zinh,zinh093-2024-04-02.Cmn,GPS,ALL,5.642078947368421,1520
2024-04-02 01:00:00,2024-04-02,chim,chim093-2024-04-02.Cmn,GPS,ALL,3.118022440392707,713
2024-04-02 01:00:00,2024-04-02,gsu,gsu_093-2024-04-02.Cmn,GPS,ALL,3.4690738060781476,691
2024-04-02 01:00:00,2024-04-02,karo,karo093-2024-04-02.Cmn,GPS,ALL,2.80432944606414,686
2024-04-02 01:00:00,2024-04-02,zinh,zinh093-2024-04-02.Cmn,GPS,ALL,2.9328407460545196,1394
2024-04-02 02:00:00,2024-04-02,chim,chim093-2024-04-02.Cmn,GPS,ALL,2.52093131548312,859
2024-04-02 02:00:00,2024-04-02,gsu,gsu_093-2024-04-02.Cmn,GPS,ALL,2.8348645720476706,923
2024-04-02 02:00:00,2024-04-02,karo,karo093-2024-04-02.Cmn,GPS,ALL,2.671343126967471,953
2024-04-02 02:00:00,2024-04-02,zinh,zinh093-2024-04-02.Cmn,GPS,ALL,2.920075026795284,1866
2024-04-02 03:00:00,2024-04-02,chim,chim093-2024-04-02.Cmn,GPS,ALL,3.304382716049383,810
2024-04-02 03:00:00,2024-04-02,gsu,gsu_093-2024-04-02.Cmn,GPS,ALL,2.9681205673758866,846
2024-04-02 03:00:00,2024-04-02,karo,karo093-2024-04-02.Cmn,GPS,ALL,3.1696091954022987,870
2024-04-02 03:00:00,2024-04-02,zinh,zinh093-2024-04-02.Cmn,GPS,ALL,3.5045882352941176,1700
2024-04-02 04:00:00,2024-04-02,chim,chim093-2024-04-02.Cmn,GPS,ALL,10.834927916120575,763
2024-04-02 04:00:00,2024-04-02,gsu,gsu_093-2024-04-02.Cmn,GPS,ALL,8.63268263473054,835
2024-04-02 04:00:00,2024-04-02,karo,karo093-2024-04-02.Cmn,GPS,ALL,9.36192546583851,805
2024-04-02 04:00:00,2024-04-02,zinh,zinh093-2024-04-02.Cmn,GPS,ALL,10.459934725848564,1532
2024-04-02 05:00:00,2024-04-02,chim,chim093-2024-04-02.Cmn,GPS,ALL,20.108035230352304,738
2024-04-02 05:00:00,2024-04-02,gsu,gsu_093-2024-04-02.Cmn,GPS,ALL,18.330269541778975,742
2024-04-02 05:00:00,2024-04-02,karo,karo093-2024-04-02.Cmn,GPS,ALL,18.53058214747736,773
2024-04-02 05:00:00,2024-04-02,zinh,zinh093-2024-04-02.Cmn,GPS,ALL,19.609019607843138,1530
2024-04-02 06:00:00,2024-04-02,chim,chim093-2024-04-02.Cmn,GPS,ALL,26.974494680851063,752
2024-04-02 06:00:00,2024-04-02,gsu,gsu_093-2024-04-02.Cmn,GPS,ALL,24.73982456140351,741
2024-04-02 06:00:00,2024-04-02,karo,karo093-2024-04-02.Cmn,GPS,ALL,24.488458390177353,733
2024-04-02 06:00:00,2024-04-02,zinh,zinh093-2024-04-02.Cmn,GPS,ALL,25.9947311827957,1488
2024-04-02 07:00:00,2024-04-02,chim,chim093-2024-04-02.Cmn,GPS,ALL,33.304202719406675,809
2024-04-02 07:00:00,2024-04-02,gsu,gsu_093-2024-04-02.Cmn,GPS,ALL,31.473435960591132,812
2024-04-02 07:00:00,2024-04-02,karo,karo093-2024-04-02.Cmn,GPS,ALL,30.294745145631065,824
2024-04-02 07:00:00,2024-04-02,zinh,zinh093-2024-04-02.Cmn,GPS,ALL,31.770097323600975,1644
2024-04-02 08:00:00,2024-04-02,chim,chim093-2024-04-02.Cmn,GPS,ALL,36.964375804375806,777
2024-04-02 08:00:00,2024-04-02,gsu,gsu_093-2024-04-02.Cmn,GPS,ALL,35.52787516600266,753
2024-04-02 08:00:00,2024-04-02,karo,karo093-2024-04-02.Cmn,GPS,ALL,35.13975642760487,739
2024-04-02 08:00:00,2024-04-02,zinh,zinh093-2024-04-02.Cmn,GPS,ALL,36.25463917525773,1552
2024-04-02 09:00:00,2024-04-02,chim,chim093-2024-04-02.Cmn,GPS,ALL,39.435274336283186,565
2024-04-02 09:00:00,2024-04-02,gsu,gsu_093-2024-04-02.Cmn,GPS,ALL,38.52544347826087,575
2024-04-02 09:00:00,2024-04-02,karo,karo093-2024-04-02.Cmn,GPS,ALL,39.48186832740214,562
2024-04-02 09:00:00,2024-04-02,zinh,zinh093-2024-04-02.Cmn,GPS,ALL,39.59719202898551,1104
2024-04-02 10:00:00,2024-04-02,chim,chim093-2024-04-02.Cmn,GPS,ALL,42.722616959064325,684
2024-04-02 10:00:00,2024-04-02,gsu,gsu_093-2024-04-02.Cmn,GPS,ALL,40.908432601880875,638
2024-04-02 10:00:00,2024-04-02,karo,karo093-2024-04-02.Cmn,GPS,ALL,43.425122699386506,652
2024-04-02 10:00:00,2024-04-02,zinh,zinh093-2024-04-02.Cmn,GPS,ALL,43.04906841339156,1374
2024-04-02 11:00:00,2024-04-02,chim,chim093-2024-04-02.Cmn,GPS,ALL,44.43503694581281,812
2024-04-02 11:00:00,2024-04-02,gsu,gsu_093-2024-04-02.Cmn,GPS,ALL,43.21817204301075,837
2024-04-02 11:00:00,2024-04-02,karo,karo093-2024-04-02.Cmn,GPS,ALL,45.50739674593242,799
2024-04-02 11:00:00,2024-04-02,zinh,zinh093-2024-04-02.Cmn,GPS,ALL,44.842225,1600
2024-04-02 12:00:00,2024-04-02,chim,chim093-2024-04-02.Cmn,GPS,ALL,43.99459343794579,701
2024-04-02 12:00:00,2024-04-02,gsu,gsu_093-2024-04-02.Cmn,GPS,ALL,43.44624316939891,732
2024-04-02 12:00:00,2024-04-02,karo,karo093-2024-04-02.Cmn,GPS,ALL,45.89187250996016,753
2024-04-02 12:00:00,2024-04-02,zinh,zinh093-2024-04-02.Cmn,GPS,ALL,44.560192043895746,1458
2024-04-02 13:00:00,2024-04-02,chim,chim093-2024-04-02.Cmn,GPS,ALL,44.469461152882204,798
2024-04-02 13:00:00,2024-04-02,gsu,gsu_093-2024-04-02.Cmn,GPS,ALL,44.34243373493976,830
2024-04-02 13:00:00,2024-04-02,karo,karo093-2024-04-02.Cmn,GPS,ALL,46.256026570048306,828
2024-04-02 13:00:00,2024-04-02,zinh,zinh093-2024-04-02.Cmn,GPS,ALL,44.80067226890756,1666
2024-04-02 14:00:00,2024-04-02,chim,chim093-2024-04-02.Cmn,GPS,ALL,42.41976600985222,812
2024-04-02 14:00:00,2024-04-02,gsu,gsu_093-2024-04-02.Cmn,GPS,ALL,43.00775884665793,763
2024-04-02 14:00:00,2024-04-02,karo,karo093-2024-04-02.Cmn,GPS,ALL,44.00506935687263,793
2024-04-02 14:00:00,2024-04-02,zinh,zinh093-2024-04-02.Cmn,GPS,ALL,42.69851351351351,1628
2024-04-02 15:00:00,2024-04-02,chim,chim093-2024-04-02.Cmn,GPS,ALL,35.27223152022315,717
2024-04-02 15:00:00,2024-04-02,gsu,gsu_093-2024-04-02.Cmn,GPS,ALL,36.95789705882353,680
2024-04-02 15:00:00,2024-04-02,karo,karo093-2024-04-02.Cmn,GPS,ALL,39.347901591895805,691
2024-04-02 15:00:00,2024-04-02,zinh,zinh093-2024-04-02.Cmn,GPS,ALL,37.1749433427762,1412
2024-04-02 16:00:00,2024-04-02,chim,chim093-2024-04-02.Cmn,GPS,ALL,25.611220196353436,713
2024-04-02 16:00:00,2024-04-02,gsu,gsu_093-2024-04-02.Cmn,GPS,ALL,26.51029126213592,721
2024-04-02 16:00:00,2024-04-02,karo,karo093-2024-04-02.Cmn,GPS,ALL,30.277917241379313,725
2024-04-02 16:00:00,2024-04-02,zinh,zinh093-2024-04-02.Cmn,GPS,ALL,28.09536551724138,1450
2024-04-02 17:00:00,2024-04-02,chim,chim093-2024-04-02.Cmn,GPS,ALL,16.435018541409146,809
2024-04-02 17:00:00,2024-04-02,gsu,gsu_093-2024-04-02.Cmn,GPS,ALL,17.29342857142857,805
2024-04-02 17:00:00,2024-04-02,karo,karo093-2024-04-02.Cmn,GPS,ALL,21.76437198067633,828
2024-04-02 17:00:00,2024-04-02,zinh,zinh093-2024-04-02.Cmn,GPS,ALL,19.212053462940464,1646
2024-04-02 18:00:00,2024-04-02,chim,chim093-2024-04-02.Cmn,GPS,ALL,11.090026385224274,758
2024-04-02 18:00:00,2024-04-02,gsu,gsu_093-2024-04-02.Cmn,GPS,ALL,11.755978695073235,751
2024-04-02 18:00:00,2024-04-02,karo,karo093-2024-04-02.Cmn,GPS,ALL,16.33646408839779,724
2024-04-02 18:00:00,2024-04-02,zinh,zinh093-2024-04-02.Cmn,GPS,ALL,13.631288590604026,1490
2024-04-02 19:00:00,2024-04-02,chim,chim093-2024-04-02.Cmn,GPS,ALL,11.038140068886337,871
2024-04-02 19:00:00,2024-04-02,gsu,gsu_093-2024-04-02.Cmn,GPS,ALL,11.239305064782096,849
2024-04-02 19:00:00,2024-04-02,karo,karo093-2024-04-02.Cmn,GPS,ALL,16.091402298850575,870
